হাগদবনি,ꯍꯥꯒꯗꯕꯅꯤ
নৌহৌননা,ꯅꯧꯍꯧꯅꯅ
অঙাংদগী,ꯑꯉꯥꯡꯗꯒꯤ
নাপুগী,ꯅꯥꯄꯨꯒꯤ
পার্টি,ꯄꯥꯔꯇꯤ
পোলিইথাইলিন,ꯄꯣꯂꯤꯏꯊꯥꯏꯂꯤꯟ
য়েংলুরগদি,ꯌꯦꯡꯂꯨꯔꯒꯗꯤ
এপরেন্তিসশীং,ꯑꯦꯄꯔꯦꯟꯇꯤꯁꯁꯤꯡ
খাক্না,ꯈꯥꯛꯅꯥ
শরুশীংবু,ꯁꯔꯨꯁꯤꯡꯕꯨ
এঙ্গলো,ꯑꯦꯡꯒꯂꯣ
মরিদুবু,ꯃꯔꯤꯗꯨꯕꯨ
ৱার্করশীংবু,ꯋꯥꯔꯀꯔꯁꯤꯡꯕꯨ
শগোল্দু,ꯁꯒꯣꯜꯗꯨ
ইন্দিপেন্দেন্স,ꯏꯟꯗꯤꯄꯦꯟꯗꯦꯟꯁ
মেকানিক,ꯃꯦꯀꯥꯅꯤꯛ
মমাংদগী,ꯃꯃꯥꯡꯗꯒꯤ
চেল্লম্মী,ꯆꯦꯜꯂꯝꯃꯤ
প্রোফেস্নেল,ꯄꯔ꯭ꯣꯐꯦꯁꯅꯦꯜ
নোংখন্নবোরে,ꯅꯣꯡꯈꯟꯅꯕꯣꯔꯦ
হায়জেনিক,ꯍꯥꯌꯖꯦꯅꯤꯛ
কন্সটেবল,ꯀꯟꯁꯇꯦꯕꯜ
ফিগরশীং,ꯐꯤꯒꯔꯁꯤꯡ
নুংশিত্কৈ,ꯅꯨꯡꯁꯤꯠꯀꯩ
পুরক্কনি,ꯄꯨꯔꯛꯀꯅꯤ
এসিষ্ট,ꯑꯦꯁꯤꯁꯇ
লাকিবসে,ꯂꯥꯀꯤꯕꯁꯦ
নাইতোম,ꯅꯥꯏꯇꯣꯝ
তাইফেৎ,ꯇꯥꯏꯐꯦꯠ
চুপ্পী,ꯆꯨꯞꯄꯤ
হোল্ডরশীংবু,ꯍꯣꯜꯗꯔꯁꯤꯡꯕꯨ
গ্রুপশীংগা,ꯒꯔ꯭ꯨꯞꯁꯤꯡꯒ
ইন্ত্রাক্রেনিয়েল,ꯏꯟꯇꯔ꯭ꯥꯀꯔ꯭ꯦꯅꯤꯌꯦꯜ
লাইদা,ꯂꯥꯏꯗ
মোর্টিলিটি,ꯃꯣꯔꯇꯤꯂꯤꯇꯤ
চারোইদবনি,ꯆꯥꯔꯣꯏꯗꯕꯅꯤ
মসক্যুইটো,ꯃꯁꯀꯌ꯭ꯨꯏꯇꯣ
মৌদরামাথোই,ꯃꯧꯗꯔꯥꯃꯥꯊꯣꯏ
ভেঞ্চর,ꯚꯦꯟꯆꯔ
শত্তোকি,ꯁꯠꯇꯣꯀꯤ
থীদোকপা,ꯊꯤꯗꯣꯛꯄ
খোঙবাল,ꯈꯣꯡꯕꯥꯜ
পুখ্রিবু,ꯄꯨꯈꯔ꯭ꯤꯕꯨ
পুরক্পোইরে,ꯄꯨꯔꯛꯄꯣꯏꯔꯦ
প্রান,ꯄꯔ꯭ꯥꯟ
ত্রঙ্ক,ꯇꯔ꯭ꯡꯀ
কোর্ণর,ꯀꯣꯔꯅꯔ
মম্মম্মে,ꯃꯝꯃꯝꯃꯦ
ফংজবী,ꯐꯪꯖꯕꯤ
খুবাম্জাউদো,ꯈꯨꯕꯥꯝꯖꯥꯎꯗꯣ
নুমিৎকি,ꯅꯨꯃꯤꯠꯀꯤ
দেষ্টিনেসন,ꯗꯦꯁꯇꯤꯅꯦꯁꯟ
কচ্চাগী,ꯀꯆꯆꯥꯒꯤ
মেন্সিল্লু,ꯃꯦꯟꯁꯤꯜꯂꯨ
এজেন্টনি,ꯑꯦꯖꯦꯟꯇꯅꯤ
তঙ্খায়,ꯇꯡꯈꯥꯌ
গুইলেংগী,ꯒꯨꯏꯂꯦꯡꯒꯤ
উনাগী,ꯎꯅꯥꯒꯤ
চহীশিংদদি,ꯆꯍꯤꯁꯤꯡꯗꯗꯤ
য়াওহন্নীংবগী,ꯌꯥꯑꯣꯍꯟꯅꯤꯡꯕꯒꯤ
স্প্লিট,ꯁꯄ꯭ꯂꯤꯠ
শোরারেন্দি,ꯁꯣꯔꯥꯔꯦꯟꯗꯤ
জষ্টিস,ꯖꯁꯇꯤꯁ
হনজিনবা,ꯍꯟꯖꯤꯟꯕ
হাত্কদবনি,ꯍꯥꯠꯀꯗꯕꯅꯤ
পীরগদি,ꯄꯤꯔꯒꯗꯤ
রিভর্স,ꯔꯤꯚꯔꯁ
খুদোংথীবাথৱাই,ꯈꯨꯗꯣꯡꯊꯤꯕꯥꯊꯋꯥꯏ
উচেক্শিংগী,ꯎꯆꯦꯛꯁꯤꯡꯒꯤ
সেমিইন্টেন্সিভ,ꯁꯦꯃꯤꯏꯟꯇꯦꯟꯁꯤꯚ
কনশিনহনবা,ꯀꯟꯁꯤꯟꯍꯟꯕ
ইন্সুরেন্স,ꯏꯟꯁꯨꯔꯦꯟꯁ
মুত্থৎপীয়ু,ꯃꯨꯠꯊꯠꯄꯤꯌꯨ
সারিনা,ꯁꯥꯔꯤꯅ
য়ুরানিয়ম,ꯌꯨꯔꯥꯅꯤꯌꯝ
য়াল্লে,ꯌꯥꯜꯂꯦ
সায়াজি,ꯁꯥꯌꯥꯖꯤ
শীংদগী,ꯁꯤꯡꯗꯒꯤ
পঙয়াম,ꯄꯡꯌꯥꯝ
ফরোইয়ে,ꯐꯔꯣꯏꯌꯦ
বামোন,ꯕꯥꯃꯣꯟ
কান্নপোত্নত্তে,ꯀꯥꯟꯅꯄꯣꯠꯅꯠꯇꯦ
পার্কশীং,ꯄꯥꯔꯀꯁꯤꯡ
হন্থরকপদুগী,ꯍꯟꯊꯔꯛꯄꯗꯨꯒꯤ
মতোমতা,ꯃꯇꯣꯝꯇ
কলচরগী,ꯀꯜꯆꯔꯒꯤ
লৌরবা,ꯂꯧꯔꯕ
চোংশিল্লি,ꯆꯣꯡꯁꯤꯜꯂꯤ
পোষ্টহার্ভেষ্ট,ꯄꯣꯁꯇꯍꯥꯔꯚꯦꯁꯇ
নংথরক্পোইরে,ꯅꯪꯊꯔꯛꯄꯣꯏꯔꯦ
লাক্পগী,ꯂꯥꯛꯄꯒꯤ
মোনেটাইজেসন,ꯃꯣꯅꯦꯇꯥꯏꯖꯦꯁꯟ
ফম্থক্কা,ꯐꯝꯊꯛꯀꯥ
পাবেন,ꯄꯥꯕꯦꯟ
ঙাইখ্রে,ꯉꯥꯏꯈꯔ꯭ꯦ
টুইসন,ꯇꯨꯏꯁꯟ
রিজিদ,ꯔꯤꯖꯤꯗ
কৈদৌঙৈদসু,ꯀꯩꯗꯧꯉꯩꯗꯁꯨ
নপথীনা,ꯅꯞꯊꯤꯅ
অশাংবী,ꯑꯁꯥꯡꯕꯤ
করনেলগী,ꯀꯔꯅꯦꯜꯒꯤ
অসিবা,ꯑꯁꯤꯕ
শুবিরবগে,ꯁꯨꯕꯤꯔꯕꯒꯦ
মরমশিংনি,ꯃꯔꯝꯁꯤꯡꯅꯤ
শিজিন্নরব্রা,ꯁꯤꯖꯤꯟꯅꯔꯕꯔ꯭ꯥ
ইঞ্জেক্সন,ꯏꯟꯖꯦꯛꯁꯟ
হুনবা,ꯍꯨꯅꯕ
এপেন্দিসেক্টোমি,ꯑꯦꯄꯦꯟꯗꯤꯁꯦꯛꯇꯣꯃꯤ
অয়ুক্সি,ꯑꯌꯨꯛꯁꯤ
অনাবশীংবু,ꯑꯅꯥꯕꯁꯤꯡꯕꯨ
ওত্পা,ꯑꯣꯠꯄ
অতৈদগী,ꯑꯇꯩꯗꯒꯤ
ওবষ্টেত্রিকেল,ꯑꯣꯕꯁꯇꯦꯇꯔ꯭ꯤꯀꯦꯜ
স্কিলিং,ꯁꯀ꯭ꯤꯂꯤꯡ
সোসিএল,ꯁꯣꯁꯤꯑꯦꯜ
লৌবুক্কী,ꯂꯧꯕꯨꯛꯀꯤ
মতৌনি,ꯃꯇꯧꯅꯤ
কোপোরেত,ꯀꯣꯄꯣꯔꯦꯠ
পুরোহিত্কা,ꯄꯨꯔꯣꯍꯤꯠꯀꯥ
কন্টামিনেটেদ,ꯀꯟꯇꯥꯃꯤꯅꯦꯇꯦꯗ
নারুরবগী,ꯅꯥꯔꯨꯔꯕꯒꯤ
এপ্রোচশীংসু,ꯑꯦꯄꯔ꯭ꯣꯆꯁꯤꯡꯁꯨ
গাবুকোবু,ꯒꯥꯕꯨꯀꯣꯕꯨ
ওইরব্রা,ꯑꯣꯏꯔꯕꯔ꯭ꯥ
য়ুংনা,ꯌꯨꯡꯅ
যাত্রা,ꯌꯥꯇꯔ꯭ꯥ
সম্ফাল,ꯁꯝꯐꯥꯜ
তৌগদবসে,ꯇꯧꯒꯗꯕꯁꯦ
স্কুলবু,ꯁꯀ꯭ꯨꯜꯕꯨ
য়ারিবশীং,ꯌꯥꯔꯤꯕꯁꯤꯡ
চাবগে,ꯆꯥꯕꯒꯦ
লৈরিঙৈ,ꯂꯩꯔꯤꯉꯩ
হক্তিন্নগদগে,ꯍꯛꯇꯤꯟꯅꯒꯗꯒꯦ
ইফেক্টসীংদগী,ꯏꯐꯦꯛꯇꯁꯤꯡꯗꯒꯤ
ন্বার্কিং,ꯅꯋ꯭ꯥꯔꯀꯤꯡ
লৈরিবশিং,ꯂꯩꯔꯤꯕꯁꯤꯡ
শিরবদগীদি,ꯁꯤꯔꯕꯗꯒꯤꯗꯤ
টেকে৺ালোজি,ꯇꯦꯀꯦ৺ꯥꯂꯣꯖꯤ
দিজাস্তর,ꯗꯤꯖꯥꯁꯇꯔ
পীথক্কনু,ꯄꯤꯊꯛꯀꯅꯨ
পোষ্টশীং,ꯄꯣꯁꯇꯁꯤꯡ
য়োক্কদবনি,ꯌꯣꯛꯀꯗꯕꯅꯤ
মেইন্টিনেন্সকী,ꯃꯦꯏꯟꯇꯤꯅꯦꯟꯁꯀꯤ
পাৱরলুম,ꯄꯥꯋꯔꯂꯨꯝ
ব্রেথিংগী,ꯕꯔ꯭ꯦꯊꯤꯡꯒꯤ
লাউথোকপগা,ꯂꯥꯎꯊꯣꯛꯄꯒ
হুম্ফু,ꯍꯨꯝꯐꯨ
ময়োম্দুনে,ꯃꯌꯣꯝꯗꯨꯅꯦ
থম্নগনি,ꯊꯝꯅꯒꯅꯤ
ঙাঙ্লক,ꯉꯥꯡꯂꯛ
ভিজিলেন্সকী,ꯚꯤꯖꯤꯂꯦꯟꯁꯀꯤ
একুয়ার্দ,ꯑꯦꯀꯨꯌꯥꯔꯗ
ষ্টোর্মশীং,ꯁꯇ꯭ꯣꯔꯃꯁꯤꯡ
মখোংশীং,ꯃꯈꯣꯡꯁꯤꯡ
ষ্টোবশীংবু,ꯁꯇ꯭ꯣꯕꯁꯤꯡꯕꯨ
মুহম্মদ,ꯃꯨꯍꯝꯃꯗ
লৌখৎকদবনি,ꯂꯧꯈꯠꯀꯗꯕꯅꯤ
কাওবদগী,ꯀꯥꯑꯣꯕꯗꯒꯤ
এলাকা,ꯑꯦꯂꯥꯀꯥ
থোক্কে,ꯊꯣꯛꯀꯦ
গ্লুকোজ,ꯒꯂ꯭ꯨꯀꯣꯖ
আইাইভিএফএ,ꯑꯥꯏꯥꯏꯚꯤꯑꯦꯐꯑꯦ
সামাজিক,ꯁꯥꯃꯥꯖꯤꯛ
প্রোটেক্টিভ,ꯄꯔ꯭ꯣꯇꯦꯛꯇꯤꯚ
উন্ৱাই,ꯎꯟꯋꯥꯏ
কুইরবোইরে,ꯀꯨꯏꯔꯕꯣꯏꯔꯦ
মচুগী,ꯃꯆꯨꯒꯤ
শান্নরোইদবনি,ꯁꯥꯟꯅꯔꯣꯏꯗꯕꯅꯤ
শেম্মু,ꯁꯦꯝꯃꯨ
ফার্মাসুতিকেল,ꯐꯥꯔꯃꯥꯁꯨꯇꯤꯀꯦꯜ
দুর্গা,ꯗꯨꯔꯒꯥ
লুখ্রাবী,ꯂꯨꯈꯔ꯭ꯥꯕꯤ
তপ্পা,ꯇꯞꯄ
হায়বগী,ꯍꯥꯌꯕꯒꯤ
পোর্টেবিলিটিগী,ꯄꯣꯔꯇꯦꯕꯤꯂꯤꯇꯤꯒꯤ
পোল্ট্রি,ꯄꯣꯜꯇꯔ꯭ꯤ
ত্রাইবতি,ꯇꯔ꯭ꯥꯏꯕꯇꯤ
ত্রেনি,ꯇꯔ꯭ꯦꯅꯤ
দাইএগ্নোষ্টিক,ꯗꯥꯏꯑꯦꯒꯅꯣꯁꯇꯤꯛ
ন্বাথোক,ꯅꯋ꯭ꯥꯊꯣꯛ
মতাওবু,ꯃꯇꯥꯑꯣꯕꯨ
লংথবাল,ꯂꯪꯊꯕꯥꯜ
মসিগীসু,ꯃꯁꯤꯒꯤꯁꯨ
ৱাহৈশিংসি,ꯋꯥꯍꯩꯁꯤꯡꯁꯤ
ওইরগসু,ꯑꯣꯏꯔꯒꯁꯨ
কয়াদু,ꯀꯌꯥꯗꯨ
কোবীফুল,ꯀꯣꯕꯤꯐꯨꯜ
অৱাংগী,ꯑꯋꯥꯡꯒꯤ
মাংজগনি,ꯃꯥꯡꯖꯒꯅꯤ
চাংদুগীদি,ꯆꯥꯡꯗꯨꯒꯤꯗꯤ
ফেসিলিটিশীংদগী,ꯐꯦꯁꯤꯂꯤꯇꯤꯁꯤꯡꯗꯒꯤ
খোন্গেল্গা,ꯈꯣꯟꯒꯦꯜꯒꯥ
রংশীংগী,ꯔꯪꯁꯤꯡꯒꯤ
জোংমাকোট,ꯖꯣꯡꯃꯥꯀꯣꯠ
লায়েংবগী,ꯂꯥꯌꯦꯡꯕꯒꯤ
পাম্নী,ꯄꯥꯝꯅꯤ
দিপ্যুটি,ꯗꯤꯄꯌ꯭ꯨꯇꯤ
হৌদোংশীং,ꯍꯧꯗꯣꯡꯁꯤꯡ
মোনিতরিংগী,ꯃꯣꯅꯤꯇꯔꯤꯡꯒꯤ
থাজবদু,ꯊꯥꯖꯕꯗꯨ
ক্ৱাক্তগী,ꯀꯋ꯭ꯥꯛꯇꯒꯤ
য়েংহন্নবগী,ꯌꯦꯡꯍꯟꯅꯕꯒꯤ
খুবীগী,ꯈꯨꯕꯤꯒꯤ
হায়জরিবদি,ꯍꯥꯌꯖꯔꯤꯕꯗꯤ
মচৈশীং,ꯃꯆꯩꯁꯤꯡ
কৌরকেদো,ꯀꯧꯔꯀꯦꯗꯣ
প্রদক্টশীং,ꯄꯔ꯭ꯗꯛꯇꯁꯤꯡ
রিমুভেল,ꯔꯤꯃꯨꯚꯦꯜ
কায়থবশীংদু,ꯀꯥꯌꯊꯕꯁꯤꯡꯗꯨ
হায়্না,ꯍꯥꯌꯅꯥ
হরক্কে,ꯍꯔꯛꯀꯦ
শেন্থোক্কী,ꯁꯦꯟꯊꯣꯛꯀꯤ
খোংলৈ,ꯈꯣꯡꯂꯩ
গবর্নান্সকী,ꯒꯕꯔꯅꯥꯟꯁꯀꯤ
থেংথরবসু,ꯊꯦꯡꯊꯔꯕꯁꯨ
চল্লোই,ꯆꯜꯂꯣꯏ
থবক্সিদসু,ꯊꯕꯛꯁꯤꯗꯁꯨ
মতৌগুম,ꯃꯇꯧꯒꯨꯝ
পরিক্ষাশিং,ꯄꯔꯤꯛꯁꯥꯁꯤꯡ
উখ্রবোইরে,ꯎꯈꯔ꯭ꯕꯣꯏꯔꯦ
পিজদ্রিঙৈগী,ꯄꯤꯖꯗꯔ꯭ꯤꯉꯩꯒꯤ
মীথুংলেন,ꯃꯤꯊꯨꯡꯂꯦꯟ
অচোয়বগী,ꯑꯆꯣꯌꯕꯒꯤ
জোনেল,ꯖꯣꯅꯦꯜ
লাল্লুপ,ꯂꯥꯜꯂꯨꯞ
ওদিওভিদিও,ꯑꯣꯗꯤꯑꯣꯚꯤꯗꯤꯑꯣ
লৈহৌরি,ꯂꯩꯍꯧꯔꯤ
তারিবদু,ꯇꯥꯔꯤꯕꯗꯨ
খংনবা,ꯈꯪꯅꯕ
খুত্পায়্ফম্দা,ꯈꯨꯠꯄꯥꯌꯐꯝꯗꯥ
হায়রিস্ক,ꯍꯥꯌꯔꯤꯁꯀ
ৱাৎলে,ꯋꯥꯠꯂꯦ
থৈদোক্খ্রে,ꯊꯩꯗꯣꯛꯈꯔ꯭ꯦ
মতাংদু,ꯃꯇꯥꯡꯗꯨ
কেন্দল,ꯀꯦꯟꯗꯜ
চিন্দা,ꯆꯤꯟꯗꯥ
কোগনিটিভ,ꯀꯣꯒꯅꯤꯇꯤꯚ
হায়পরটেন্সননা,ꯍꯥꯌꯄꯔꯇꯦꯟꯁꯟꯅ
হাভেষ্টিংগী,ꯍꯥꯚꯦꯁꯇꯤꯡꯒꯤ
কন্দিসন,ꯀꯟꯗꯤꯁꯟ
তম্থিদকো,ꯇꯝꯊꯤꯗꯀꯣ
ন্বানোম,ꯅꯋ꯭ꯥꯅꯣꯝ
লৈনহল্লি,ꯂꯩꯅꯍꯜꯂꯤ
খুম্নবীয়ু,ꯈꯨꯝꯅꯕꯤꯌꯨ
কেঃদ্রগী,ꯀꯦঃꯗꯔ꯭ꯒꯤ
লেন্দলেস,ꯂꯦꯟꯗꯂꯦꯁ
নোঙ্দম্দগী,ꯅꯣꯡꯗꯝꯗꯒꯤ
সাভারশীং,ꯁꯥꯚꯥꯔꯁꯤꯡ
মাঙ্গোল্দা,ꯃꯥꯡꯒꯣꯜꯗꯥ
লংজাগী,ꯂꯪꯖꯥꯒꯤ
চত্কদবনি,ꯆꯠꯀꯗꯕꯅꯤ
মহৈদা,ꯃꯍꯩꯗ
ফাউরক্কনি,ꯐꯥꯎꯔꯛꯀꯅꯤ
ত্রেনিশীংগী,ꯇꯔ꯭ꯦꯅꯤꯁꯤꯡꯒꯤ
হংবীরিবনিকো,ꯍꯪꯕꯤꯔꯤꯕꯅꯤꯀꯣ
শিংদোক্কদবনি,ꯁꯤꯡꯗꯣꯛꯀꯗꯕꯅꯤ
সিদ্দি,ꯁꯤꯗꯗꯤ
ওইরিবগী,ꯑꯣꯏꯔꯤꯕꯒꯤ
মীত্তাংবগী,ꯃꯤꯠꯇꯥꯡꯕꯒꯤ
মিনিষ্টরশীং,ꯃꯤꯅꯤꯁꯇꯔꯁꯤꯡ
কোত্রিমোক্সাজোল,ꯀꯣꯇꯔ꯭ꯤꯃꯣꯛꯁꯥꯖꯣꯜ
ফাউন্দেসন্দা,ꯐꯥꯎꯟꯗꯦꯁꯟꯗꯥ
একাদমি,ꯑꯦꯀꯥꯗꯃꯤ
তৌনৈ,ꯇꯧꯅꯩ
অৱাথবী,ꯑꯋꯥꯊꯕꯤ
শন্দাইনবগীদমক,ꯁꯟꯗꯥꯏꯅꯕꯒꯤꯗꯃꯛ
য়েত্পা,ꯌꯦꯠꯄꯥ
কিদনেপিং,ꯀꯤꯗꯅꯦꯄꯤꯡ
কাশ্মীরগী,ꯀꯥꯁꯃꯤꯔꯒꯤ
লৈজরবদি,ꯂꯩꯖꯔꯕꯗꯤ
খাম্মু,ꯈꯥꯝꯃꯨ
থাদ্রিঙৈ,ꯊꯥꯗꯔ꯭ꯤꯉꯩ
কেপাসিটিবিল্ডিং,ꯀꯦꯄꯥꯁꯤꯇꯤꯕꯤꯜꯗꯤꯡ
খোংদগী,ꯈꯣꯡꯗꯒꯤ
রিপিয়ার,ꯔꯤꯄꯤꯌꯥꯔ
শান্নহল্লোইদবনি,ꯁꯥꯟꯅꯍꯜꯂꯣꯏꯗꯕꯅꯤ
শেগ্রাক্তা,ꯁꯦꯒꯔ꯭ꯥꯛꯇꯥ
ওইহঃদবদি,ꯑꯣꯏꯍঃꯗꯕꯗꯤ
শিঃ্মীশিং,ꯁꯤঃꯃꯤꯁꯤꯡ
ঈশৈনোংমাইরোন,ꯏꯁꯩꯅꯣꯡꯃꯥꯏꯔꯣꯟ
তক্সপেন্তকী,ꯇꯛꯁꯄꯦꯟꯇꯀꯤ
চাহন্নবনি,ꯆꯥꯍꯟꯅꯕꯅꯤ
মহাক্তুদি,ꯃꯍꯥꯛꯇꯨꯗꯤ
মমহনবগী,ꯃꯝꯍꯟꯕꯒꯤ
নাহল্লি,ꯅꯥꯍꯜꯂꯤ
কোয়্রৈ,ꯀꯣꯌꯔ꯭ꯩ
মল্টিহেজার্দ,ꯃꯜꯇꯤꯍꯦꯖꯥꯔꯗ
কালেন্থা,ꯀꯥꯂꯦꯟꯊꯥ
হ্যুমিদিটি,ꯍꯌ꯭ꯨꯃꯤꯗꯤꯇꯤ
থৌদোক্,ꯊꯧꯗꯣꯛ
তন্মল্লি,ꯇꯟꯃꯜꯂꯤ
থোংলুরগে,ꯊꯣꯡꯂꯨꯔꯒꯦ
মহাদেব,ꯃꯍꯥꯗꯦꯕ
শাজিন্নরে,ꯁꯥꯖꯤꯟꯅꯔꯦ
থাদোরক্কনি,ꯊꯥꯗꯣꯔꯛꯀꯅꯤ
মর্ক্যুরিগী,ꯃꯔꯀꯌ꯭ꯨꯔꯤꯒꯤ
ন্যুত্রেলাইজ,ꯅꯌ꯭ꯨꯇꯔ꯭ꯦꯂꯥꯏꯖ
তারিবদুদগী,ꯇꯥꯔꯤꯕꯗꯨꯗꯒꯤ
কেন্সেলেসন,ꯀꯦꯟꯁꯦꯂꯦꯁꯟ
নোমিনেটেদ,ꯅꯣꯃꯤꯅꯦꯇꯦꯗ
ফাওররোই,ꯐꯥꯑꯣꯔꯔꯣꯏ
পুন্সিগী,ꯄꯨꯟꯁꯤꯒꯤ
মিলিয়র,ꯃꯤꯂꯤꯌꯔ
কেরোসিনগী,ꯀꯦꯔꯣꯁꯤꯟꯒꯤ
নঙ্গী,ꯅꯡꯒꯤ
প্রদক্টশীংগী,ꯄꯔ꯭ꯗꯛꯇꯁꯤꯡꯒꯤ
হিংচাবীনি,ꯍꯤꯡꯆꯥꯕꯤꯅꯤ
ওফিসরশিংগী,ꯑꯣꯐꯤꯁꯔꯁꯤꯡꯒꯤ
য়ারোদগে,ꯌꯥꯔꯣꯗꯒꯦ
মীহুত,ꯃꯤꯍꯨꯠ
হিন্দী,ꯍꯤꯟꯗꯤ
হোর্সগ্রাম,ꯍꯣꯔꯁꯒꯔ꯭ꯥꯝ
একাউন্তস,ꯑꯦꯀꯥꯎꯟꯇꯁ
কান্দা,ꯀꯥꯟꯗ
ঙম্জরোই,ꯉꯝꯖꯔꯣꯏ
সিজরিয়ান,ꯁꯤꯖꯔꯤꯌꯥꯟ
মখূজিল্গী,ꯃꯈꯨꯖꯤꯜꯒꯤ
থেরাপ্যুতিক,ꯊꯦꯔꯥꯄꯌ꯭ꯨꯇꯤꯛ
প্রদেস,ꯄꯔ꯭ꯗꯦꯁ
ক্লিনিকেলগী,ꯀꯂ꯭ꯤꯅꯤꯀꯦꯜꯒꯤ
ঙমখৎপা,ꯉꯝꯈꯠꯄ
মপাম্দা,ꯃꯄꯥꯝꯗꯥ
চেক্সিনিঙাই,ꯆꯦꯛꯁꯤꯅꯤꯉꯥꯏ
বোন্দা,ꯕꯣꯟꯗꯥ
মার্ক্সিস,ꯃꯥꯔꯀꯁꯤꯁ
রধাকৃষ্ণন,ꯔꯙꯥꯀꯔ꯭ꯤꯁꯅꯟ
মখাগীসিংশি,ꯃꯈꯥꯒꯤꯁꯤꯡꯁꯤ
থাদোক্পিখিবোইরে,ꯊꯥꯗꯣꯛꯄꯤꯈꯤꯕꯣꯏꯔꯦ
ডিক্সনরিশিংগী,ꯗꯤꯛꯁꯅꯔꯤꯁꯤꯡꯒꯤ
দেটাবেজদগী,ꯗꯦꯇꯥꯕꯦꯖꯗꯒꯤ
ফোংলি,ꯐꯣꯡꯂꯤ
কৌবোইরে,ꯀꯧꯕꯣꯏꯔꯦ
রিজোনেন্স,ꯔꯤꯖꯣꯅꯦꯟꯁ
ওর্দিনারি,ꯑꯣꯔꯗꯤꯅꯥꯔꯤ
য়াবসি,ꯌꯥꯕꯁꯤ
ময়াম্দা,ꯃꯌꯥꯝꯗꯥ
ওষ্টিওপোরোসিসনি,ꯑꯣꯁꯇꯤꯑꯣꯄꯣꯔꯣꯁꯤꯁꯅꯤ
লিভলিহুদস,ꯂꯤꯚꯂꯤꯍꯨꯗꯁ
সেদ্যুল,ꯁꯦꯗꯌ꯭ꯨꯜ
ৱাইরম্ফিশু,ꯋꯥꯏꯔꯝꯐꯤꯁꯨ
খুশেম্দা,ꯈꯨꯁꯦꯝꯗꯥ
লামায়,ꯂꯥꯃꯥꯌ
মপুরোইবদুগদি,ꯃꯄꯨꯔꯣꯏꯕꯗꯨꯒꯗꯤ
ফোরাম,ꯐꯣꯔꯥꯝ
মরিশীং,ꯃꯔꯤꯁꯤꯡ
বেনিফিসরিগী,ꯕꯦꯅꯤꯐꯤꯁꯔꯤꯒꯤ
ষনগোন,ꯁꯟꯒꯣꯟ
ফাৎপা,ꯐꯥꯠꯄ
লাক্নবি,ꯂꯥꯛꯅꯕꯤ
মপাদা,ꯃꯄꯥꯗ
উহনবা,ꯎꯍꯟꯕ
ফ্যুজশীংগী,ꯐꯌ꯭ꯨꯖꯁꯤꯡꯒꯤ
সবত্রান্সমিসন,ꯁꯕꯇꯔ꯭ꯥꯟꯁꯃꯤꯁꯟ
নহান্মুক,ꯅꯍꯥꯟꯃꯨꯛ
শিজিন্নরোইদবনি,ꯁꯤꯖꯤꯟꯅꯔꯣꯏꯗꯕꯅꯤ
নোংমাইগী,ꯅꯣꯡꯃꯥꯏꯒꯤ
কান্নৈ,ꯀꯥꯟꯅꯩ
অদুমক,ꯑꯗꯨꯃꯛ
খূত্শিন্নরম্মী,ꯈꯨꯠꯁꯤꯟꯅꯔꯝꯃꯤ
অপীকপা,ꯑꯄꯤꯛꯄ
পাউখুমশীংদা,ꯄꯥꯎꯈꯨꯝꯁꯤꯡꯗ
মীরৈবাক,ꯃꯤꯔꯩꯕꯥꯛ
হায়্জরে,ꯍꯥꯌꯖꯔꯦ
থঙ্গোল্,ꯊꯡꯒꯣꯜ
তাদবসু,ꯇꯥꯗꯕꯁꯨ
জেনাইতেল,ꯖꯦꯅꯥꯏꯇꯦꯜ
মুৎখিবগুম,ꯃꯨꯠꯈꯤꯕꯒꯨꯝ
খন্দোক্,ꯈꯟꯗꯣꯛ
আইন্না,ꯑꯥꯏꯟꯅꯥ
কম্পনিগী,ꯀꯝꯄꯅꯤꯒꯤ
তূঙ্গোন্দু,ꯇꯨꯡꯒꯣꯟꯗꯨ
লৌবুক্তা,ꯂꯧꯕꯨꯛꯇꯥ
চুম্বা,ꯆꯨꯝꯕ
বুষ্টরগী,ꯕꯨꯁꯇꯔꯒꯤ
লৈতেংগী,ꯂꯩꯇꯦꯡꯒꯤ
থীমদা,ꯊꯤꯝꯗ
য়ামদ্রবদি,ꯌꯥꯝꯗꯔ꯭ꯕꯗꯤ
দিস্পোজেল,ꯗꯤꯁꯄꯣꯖꯦꯜ
মৈখেৎশীং,ꯃꯩꯈꯦꯠꯁꯤꯡ
স্মোকিং,ꯁꯃ꯭ꯣꯀꯤꯡ
খুৎশুমলদা,ꯈꯨꯠꯁꯨꯃꯜꯗ
এজুকেসনেল,ꯑꯦꯖꯨꯀꯦꯁꯅꯦꯜ
রিকোগনাইজ,ꯔꯤꯀꯣꯒꯅꯥꯏꯖ
এক্সরসাইজগী,ꯑꯦꯛꯁꯔꯁꯥꯏꯖꯒꯤ
সিনেমাসকী,ꯁꯤꯅꯦꯃꯥꯁꯀꯤ
ক্বালিফাই,ꯀꯋ꯭ꯥꯂꯤꯐꯥꯏ
চীংমায়,ꯆꯤꯡꯃꯥꯌ
